SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount,Discount,Tax,PaymentMethod,ShippingAddress,ShippingDate,DeliveryStatus
183,2021-07-29,674,158,19,471.14,8796.18,0.16,0.1,Credit Card,"45610 John Brooks
Hudsonbury, OR 75860",2022-12-19,Cancelled
184,2021-05-11,91,67,14,254.15,150.7,0.11,0.06,Debit Card,"71198 Jason Port
Lake Richard, SC 27870",2022-05-12,Pending
185,2021-06-17,942,16,1,316.35,1035.32,0.19,0.08,Credit Card,"06403 Justin Mission Apt. 321
Cranemouth, DC 03114",2022-07-04,Shipped
186,2022-05-21,19,34,5,109.94,9708.69,0.26,0.14,Online Payment,"Unit 4745 Box 0788
DPO AA 16919",2021-01-26,Shipped
187,2022-11-04,843,102,9,429.22,6159.06,0.0,0.17,Debit Card,"85373 Gabriel Path Apt. 729
South Jessica, WY 24408",2022-02-11,Shipped
188,2020-08-10,307,193,16,127.61,3264.06,0.01,0.16,Credit Card,"5452 Nguyen Pass
West Jeremy, MI 20313",2022-12-03,Cancelled
189,2023-03-09,941,164,16,335.2,3969.08,0.14,0.04,Credit Card,"632 Hartman Center
North Jessica, DE 89792",2021-02-25,Delivered
190,2023-12-06,551,168,13,479.25,8044.6,0.12,0.16,Online Payment,"275 Marquez Rue
South Lorifurt, OH 40294",2021-11-03,Pending
191,2023-04-24,64,42,1,233.2,1703.13,0.27,0.18,Online Payment,"79147 Jane Avenue Suite 164
South Bradleyburgh, UT 97129",2022-11-09,Shipped
192,2022-07-15,261,4,5,289.55,3173.4,0.26,0.03,Credit Card,"07339 Moran Road
Jonesberg, CT 00659",2020-11-19,Delivered
193,2022-11-11,133,66,5,326.61,2288.77,0.08,0.15,Online Payment,"PSC 0323, Box 8959
APO AA 32089",2021-12-07,Shipped
194,2022-02-26,570,180,9,72.77,6261.69,0.21,0.13,Credit Card,"03343 Barnett Shoal
Reynoldston, MO 42341",2023-01-05,Cancelled
195,2020-06-05,54,25,14,135.8,3215.8,0.28,0.11,Cash,"USNS Morales
FPO AP 61634",2020-07-26,Cancelled
196,2023-10-28,507,29,6,70.26,2274.32,0.21,0.11,Online Payment,"4988 Wright Plains
Kathleenview, FL 29051",2023-06-21,Pending
197,2020-12-27,861,128,11,157.77,2410.33,0.25,0.12,Cash,"73462 Martin Island
Carrollland, SC 55558",2020-02-25,Delivered
198,2021-11-10,851,12,1,304.73,833.84,0.12,0.01,Cash,"1119 Nathan Harbors Suite 588
Johnsonfort, OH 27007",2023-03-29,Shipped
199,2022-01-12,50,177,11,299.77,9003.58,0.19,0.02,Debit Card,"08453 Amber Gateway Suite 861
Port Nicoleville, AK 43034",2023-04-06,Cancelled
200,2023-10-22,888,17,15,487.73,8664.32,0.19,0.1,Online Payment,"058 Chase Club Suite 243
North Kennethmouth, NE 36272",2022-09-17,Cancelled
201,2022-02-19,944,26,16,210.5,3287.65,0.28,0.04,Online Payment,"5522 Holder Squares
Annahaven, MA 59462",2022-12-25,Shipped
202,2022-02-20,727,1,8,95.1,7113.08,0.05,0.14,Online Payment,"8125 Michael Union
New Ronaldborough, RI 19408",2023-10-28,Pending
203,2020-01-26,417,41,18,482.41,3611.95,0.17,0.01,Online Payment,"503 Jason Drive
Lake Aliciaborough, TN 49189",2020-05-14,Shipped
204,2021-07-22,567,164,3,307.47,3367.48,0.21,0.12,Debit Card,"06541 Austin Ferry Suite 151
West Maureen, IL 84841",2022-10-23,Shipped
205,2020-05-02,278,178,7,185.7,336.95,0.03,0.14,Credit Card,"11983 Krista Wells
Lake Jennifer, ND 34815",2022-07-21,Delivered
206,2021-01-17,323,133,12,37.39,5751.54,0.22,0.2,Cash,"86696 Watts Ways Apt. 810
East Tyler, DC 70112",2020-12-19,Pending
207,2023-10-27,880,40,15,492.17,8747.89,0.08,0.17,Credit Card,"9442 Mosley Meadow
New Ericafurt, AZ 52007",2021-09-16,Cancelled
208,2022-11-15,101,58,11,24.19,3471.52,0.24,0.12,Credit Card,"864 Cynthia Greens Suite 386
Brianbury, KY 61600",2023-11-28,Cancelled
209,2022-01-28,780,174,19,487.44,5937.74,0.2,0.13,Online Payment,"0638 Sherry Ports Suite 679
West Michael, MO 08039",2020-12-26,Delivered
210,2020-08-23,741,149,15,383.37,6857.69,0.2,0.19,Online Payment,"72995 Berger Club Apt. 391
Williamsburgh, RI 07036",2021-03-19,Pending
211,2020-02-26,39,152,10,18.45,1228.06,0.23,0.02,Cash,"281 Amanda Junctions
Michaelchester, RI 69746",2022-09-06,Delivered
212,2022-08-19,975,100,3,343.93,6965.23,0.15,0.03,Online Payment,"Unit 0202 Box 1055
DPO AE 16258",2020-06-26,Shipped
213,2020-05-21,997,93,11,310.32,141.52,0.18,0.08,Online Payment,"40162 Mary Walks
Angelashire, WA 61833",2020-12-23,Delivered
214,2022-11-28,611,191,5,147.74,7487.21,0.28,0.19,Cash,"7715 Marshall Springs Suite 374
South Jeremymouth, AR 68860",2022-06-06,Pending
215,2021-09-08,795,27,1,277.15,147.67,0.27,0.15,Online Payment,"4734 Lozano Estates
West Mariatown, VT 11195",2022-11-03,Pending
216,2020-05-05,848,112,20,43.01,6318.36,0.16,0.18,Credit Card,"8835 Fox Shoal Suite 996
Whitneyberg, WI 89852",2020-11-06,Pending
217,2023-05-30,620,122,20,82.04,299.29,0.06,0.1,Cash,"5561 James Bypass
North Brianaport, IA 09032",2022-11-11,Shipped
218,2020-03-26,582,108,12,392.9,6527.9,0.02,0.12,Credit Card,"9424 Jones Overpass Apt. 238
Barryfurt, NC 62157",2021-11-20,Delivered
219,2021-04-06,828,185,3,418.6,8364.39,0.13,0.15,Credit Card,"08418 Thomas Roads
Port Tracyfurt, SC 57216",2020-06-11,Cancelled
220,2021-08-12,23,93,19,262.73,7482.19,0.16,0.02,Debit Card,"91750 Taylor Parks Suite 531
Selenaton, ME 80362",2020-05-02,Shipped
221,2022-09-27,592,1,4,165.6,3137.8,0.23,0.04,Debit Card,"828 Lopez Expressway Apt. 023
Samanthamouth, ID 95972",2020-05-28,Cancelled
222,2023-08-10,714,189,12,465.14,9259.48,0.14,0.11,Online Payment,"660 Melissa Lock
East Loriland, IN 86332",2023-04-23,Cancelled
223,2020-07-19,791,91,17,237.63,1210.78,0.06,0.01,Cash,"7305 Dixon Roads Apt. 358
North Toni, TX 18515",2021-07-05,Shipped
224,2022-03-18,338,102,4,453.6,9199.9,0.13,0.19,Credit Card,"55658 Michael Land Suite 459
East Jeffreyville, UT 86089",2020-02-14,Pending
225,2023-10-29,843,4,17,72.85,2874.62,0.04,0.02,Online Payment,"249 Cooper Parkway
West Josephfurt, MI 20532",2021-12-17,Cancelled
226,2023-08-15,349,199,1,298.04,4182.23,0.06,0.01,Online Payment,"9562 Stephanie Hills Apt. 231
West Rachelton, GA 46780",2023-09-05,Cancelled
227,2022-03-24,63,173,5,339.06,2347.42,0.09,0.17,Credit Card,"6794 Duarte Hill Apt. 197
East Rachelchester, MD 23019",2020-09-17,Cancelled
228,2021-01-12,433,96,7,196.4,2384.16,0.02,0.08,Cash,"3444 Thomas Station
East Cameron, DC 11555",2021-11-16,Cancelled
229,2020-06-27,860,145,17,357.25,4629.5,0.24,0.05,Cash,"180 Hill Springs
Port Stephanieburgh, TX 28301",2022-02-01,Shipped
230,2022-02-11,656,113,1,262.89,9636.55,0.21,0.19,Online Payment,"30564 Kevin Road
Lake Kerry, IN 73536",2023-10-03,Delivered
231,2020-12-27,637,191,3,425.0,7189.69,0.11,0.06,Online Payment,"483 Shannon Bypass Apt. 716
South Natalie, KS 64462",2022-09-03,Delivered
232,2022-10-15,572,86,1,145.71,7146.31,0.24,0.01,Credit Card,"PSC 9525, Box 2321
APO AA 01638",2021-02-28,Pending
233,2021-06-04,832,99,19,111.26,1033.71,0.03,0.06,Credit Card,"6764 Sims Crescent Suite 578
West Leonardburgh, CO 04704",2021-10-20,Shipped
234,2022-05-30,818,75,14,414.68,8942.59,0.17,0.11,Credit Card,"715 Spencer Ports Suite 688
Lake Margaret, SD 80072",2020-03-03,Cancelled
235,2022-10-26,538,200,11,499.94,1926.12,0.3,0.08,Online Payment,"163 Brown Viaduct Apt. 728
West Kristina, SC 47664",2023-11-30,Shipped
236,2022-07-19,457,57,18,62.45,8954.36,0.01,0.12,Cash,"0820 Anthony Via
Port Alexanderburgh, WA 50468",2022-12-02,Shipped
237,2023-02-16,335,161,1,459.57,5311.82,0.3,0.1,Online Payment,"8405 Graham Parkways
Port Richard, VT 64453",2020-08-08,Cancelled
238,2021-03-13,774,175,13,62.74,4569.92,0.02,0.06,Debit Card,"065 Smith Junctions Suite 879
South Andrew, DE 47752",2023-01-31,Shipped
239,2021-06-19,935,142,5,47.93,8613.52,0.22,0.11,Credit Card,"684 Kathryn Trail Apt. 805
Zimmermanport, AR 22547",2020-07-01,Delivered
240,2021-09-07,14,145,14,263.93,7696.92,0.16,0.16,Credit Card,"9001 Cathy Inlet
Karenside, LA 99895",2023-08-05,Pending
241,2020-02-21,85,173,2,210.51,5803.21,0.02,0.12,Cash,"438 Valerie Tunnel Suite 384
Laurieburgh, DE 40859",2022-05-26,Shipped
242,2023-11-25,59,59,6,173.79,1553.19,0.11,0.03,Debit Card,"34986 Ward Isle Apt. 643
Stephaniemouth, SD 79881",2023-02-25,Pending
243,2020-04-23,733,144,4,424.97,5171.49,0.08,0.04,Cash,"7626 Aaron Dale Apt. 709
Michaelview, RI 63460",2023-03-05,Shipped
244,2020-06-12,715,43,7,401.13,5426.35,0.22,0.0,Cash,"85386 Patel Mews Suite 332
Adamsland, NE 99205",2020-08-23,Delivered
245,2022-01-27,406,9,15,24.31,4807.08,0.19,0.04,Cash,"32445 Allison Isle
West Penny, AR 72574",2022-03-25,Delivered
246,2023-03-19,771,74,1,383.58,3441.71,0.2,0.13,Debit Card,"935 Jeff Harbor
Boydborough, RI 11493",2022-03-05,Shipped
247,2020-12-12,81,122,18,477.63,2756.71,0.13,0.05,Online Payment,"396 Joseph Cliff Apt. 391
East John, DE 89850",2020-09-06,Shipped
248,2022-03-10,389,54,9,163.44,4371.05,0.18,0.17,Credit Card,"0287 Thomas Roads Suite 930
Diazfurt, MS 47141",2021-11-07,Pending
249,2022-10-30,181,140,4,274.09,117.72,0.13,0.03,Online Payment,"68362 Alexander Pike Apt. 156
Holmesstad, WY 74887",2022-11-11,Delivered
250,2022-12-23,803,124,7,414.89,3444.78,0.14,0.07,Debit Card,"0277 Andrew Orchard
East Veronica, NY 83904",2023-12-17,Cancelled
251,2023-09-18,516,144,16,75.08,5490.4,0.1,0.01,Debit Card,"526 Kathryn Forges Apt. 690
Schmidtberg, MD 45218",2023-03-25,Delivered
252,2022-01-06,555,28,9,147.62,7644.12,0.08,0.16,Cash,"9679 Sarah Causeway
Port Ericstad, VA 77586",2022-03-10,Pending
253,2020-09-16,679,120,17,429.88,1411.84,0.15,0.16,Credit Card,"603 Riley Stravenue
Peterland, WA 31303",2020-12-03,Shipped
254,2021-02-22,900,188,10,307.99,639.89,0.14,0.17,Cash,"9310 Kylie Glens
Pattersonborough, CO 73699",2021-01-14,Delivered
255,2023-09-01,351,94,2,202.4,9752.1,0.03,0.05,Credit Card,"5877 Joseph Pass Suite 333
New Crystalton, CT 21081",2022-05-29,Cancelled
256,2020-10-20,421,159,6,300.79,9148.35,0.27,0.08,Online Payment,"714 Louis Divide Suite 385
New Douglasland, DC 81113",2020-04-12,Cancelled
257,2021-10-04,305,88,4,368.87,8862.92,0.04,0.12,Credit Card,"PSC 9918, Box 1061
APO AA 22046",2021-05-18,Shipped
258,2021-11-18,758,170,11,47.31,3516.24,0.28,0.11,Cash,"13236 Jessica Manors Suite 522
Rogersmouth, SD 34120",2020-02-26,Delivered
259,2021-06-18,639,20,11,156.39,6625.05,0.1,0.15,Cash,"08170 Mary Underpass
Matthewsshire, NM 37489",2023-10-14,Pending
260,2022-12-06,263,117,20,233.41,2946.99,0.22,0.19,Cash,"35525 Wanda Canyon Suite 655
Wagnerfurt, IL 05164",2020-12-25,Delivered
261,2023-07-16,538,9,12,349.09,4649.99,0.2,0.15,Credit Card,"835 Emily Mount
West Amandaborough, ID 07893",2021-04-05,Delivered
262,2023-09-20,330,61,7,394.38,7173.31,0.3,0.05,Credit Card,"96255 Ortega Plains
North Michaelside, MO 19368",2020-01-21,Pending
263,2023-06-16,830,21,13,369.55,1996.7,0.17,0.04,Cash,"9013 Case Track Suite 744
Tinaview, UT 74618",2020-03-19,Shipped
264,2023-05-30,457,190,8,371.44,4156.94,0.04,0.06,Credit Card,"00911 Perez Garden Suite 702
West Shane, MA 07534",2020-08-07,Cancelled
265,2022-05-26,641,103,19,269.79,1418.26,0.12,0.2,Credit Card,"PSC 3707, Box 8021
APO AP 65395",2022-06-17,Shipped
266,2020-04-22,843,159,4,392.01,5960.82,0.13,0.02,Online Payment,"995 Nicole Loop
Valenciamouth, NE 86559",2021-09-14,Delivered
267,2022-09-08,210,31,19,177.15,4406.67,0.01,0.19,Online Payment,"22260 Johnson Shoal Suite 106
West William, OR 32987",2023-12-23,Cancelled
268,2023-08-06,95,39,13,248.15,9198.27,0.26,0.16,Debit Card,"75675 Nielsen Trail Apt. 143
Johnhaven, NM 64933",2020-11-04,Pending
269,2021-06-04,718,185,3,482.08,9656.61,0.07,0.06,Online Payment,"944 Morrow Isle
West Taylor, AL 79952",2021-06-07,Shipped
270,2023-11-03,941,128,13,199.74,9129.81,0.07,0.19,Online Payment,"18710 Cannon Green Apt. 849
Martinezview, CO 70262",2022-05-13,Shipped
271,2021-06-17,14,3,16,349.34,6268.67,0.04,0.05,Online Payment,"5759 Myers Passage
Kirstenshire, OR 01762",2021-02-14,Shipped
272,2023-03-15,126,8,5,441.59,8412.69,0.17,0.17,Cash,"8785 Joseph Cliff
Gordonview, NJ 18045",2023-09-30,Cancelled
273,2021-07-28,971,93,14,197.55,1534.53,0.27,0.07,Cash,"9644 Mason View
Charlesborough, MI 27871",2023-03-02,Cancelled
274,2022-05-15,14,12,12,416.03,9014.3,0.11,0.18,Online Payment,"717 Graham Court
North Meghan, MI 55029",2022-04-11,Delivered
275,2023-08-20,444,6,3,409.25,2238.47,0.27,0.04,Debit Card,"114 Lane Street
Josephmouth, NM 74867",2022-01-22,Delivered
276,2021-06-09,228,151,19,454.37,1920.38,0.06,0.11,Online Payment,"PSC 7130, Box 5306
APO AA 83448",2022-02-23,Pending
277,2021-06-14,43,190,4,49.0,722.87,0.01,0.16,Cash,"1832 Glenda Highway Apt. 927
Coreyborough, MT 06116",2020-02-21,Shipped
278,2021-05-15,237,156,16,264.91,8425.74,0.25,0.02,Cash,"468 Christopher Path
Stewartton, MA 50130",2020-12-29,Shipped
279,2022-07-10,184,129,7,26.87,4865.17,0.01,0.13,Online Payment,"16133 Jennifer Ridges
Lake Matthew, NH 41125",2021-12-17,Cancelled
280,2021-04-05,502,68,3,406.7,8816.13,0.19,0.15,Debit Card,"2050 Johnson Villages
Carlberg, AZ 25114",2023-12-10,Shipped
281,2022-12-21,821,125,6,184.01,9474.96,0.2,0.16,Cash,"0110 Alexandria Walks
West Erikland, SD 45659",2020-04-29,Shipped
282,2020-09-19,182,94,8,306.13,5975.62,0.2,0.16,Cash,"6633 Cook Coves
Ericastad, HI 38536",2022-04-05,Shipped
283,2023-04-23,517,132,16,350.68,9361.58,0.03,0.09,Cash,"378 Taylor Key Suite 188
Lake Katieport, NJ 36475",2022-07-01,Delivered
284,2022-01-15,349,78,7,265.66,9530.69,0.27,0.08,Online Payment,"6145 Davis Trace Suite 413
New Peterside, MD 93132",2022-04-12,Shipped
285,2020-05-16,270,168,3,355.96,6927.0,0.24,0.05,Online Payment,"083 Cheryl Cape
Wilsonbury, MA 94590",2022-09-12,Pending
286,2022-05-07,862,82,15,36.77,5357.55,0.07,0.17,Debit Card,"45057 Moore Track Suite 464
Kevinfort, VT 06298",2023-08-21,Cancelled
287,2023-08-20,695,25,3,235.35,9092.6,0.02,0.04,Online Payment,"02483 Moore Crest
Port Rebecca, MA 61483",2023-12-06,Cancelled
288,2021-11-07,947,65,1,98.49,8312.52,0.22,0.07,Debit Card,"Unit 4346 Box 0634
DPO AE 96846",2023-01-22,Shipped
289,2023-10-13,409,181,4,329.81,325.31,0.09,0.15,Credit Card,"PSC 7687, Box 4260
APO AE 34484",2022-10-10,Shipped
290,2020-02-04,102,20,19,25.23,6330.89,0.2,0.03,Credit Card,"915 Mann Mills Apt. 459
Hughesbury, FL 29728",2021-08-02,Pending
291,2020-07-23,666,196,6,471.25,384.75,0.19,0.13,Online Payment,"258 Teresa Crescent
Coreyhaven, TX 70320",2020-10-08,Delivered
292,2022-01-12,759,108,6,126.67,7236.85,0.05,0.1,Credit Card,"8558 Wade Bypass Apt. 552
Flemingmouth, VA 42854",2022-07-01,Cancelled
293,2022-03-20,140,194,11,298.2,3569.87,0.25,0.01,Credit Card,"95489 Stephens Throughway
West Lisa, TX 05236",2020-01-27,Shipped
294,2023-12-10,121,54,3,364.78,1637.59,0.18,0.08,Cash,"7059 Bianca Track Suite 028
Bellfort, NJ 37666",2023-09-25,Shipped
295,2021-04-17,146,106,15,269.28,5053.92,0.16,0.05,Debit Card,"Unit 2893 Box 5285
DPO AP 25977",2022-05-06,Pending
296,2021-08-17,324,146,1,151.71,4958.84,0.02,0.08,Cash,"0269 Brown Way
South Jacob, NM 49243",2020-05-03,Cancelled
297,2020-07-16,776,70,16,12.07,4561.47,0.26,0.06,Credit Card,"0313 James Lakes
West Tony, WV 44310",2022-01-24,Pending
298,2021-01-25,209,24,3,479.86,4658.15,0.09,0.15,Credit Card,"78037 Zachary Squares Apt. 487
South Donaldstad, MD 73799",2021-04-19,Pending
299,2022-07-05,845,35,2,90.59,3146.1,0.22,0.1,Credit Card,"4497 Hammond Plains Suite 829
Thompsonton, NC 77923",2021-10-23,Pending
300,2020-05-27,353,160,2,227.63,283.6,0.18,0.11,Credit Card,"1438 Flores Lakes
Jasonstad, MN 49120",2020-12-06,Shipped
301,2022-11-13,33,11,14,25.4,6293.84,0.17,0.08,Credit Card,"PSC 5980, Box 8601
APO AE 89883",2020-06-26,Shipped
302,2023-08-03,323,63,10,285.64,7343.68,0.26,0.11,Online Payment,"52792 Brittany Ridge Suite 647
Damonberg, MI 14833",2021-02-04,Pending
303,2020-12-10,875,150,10,442.88,1775.09,0.24,0.13,Cash,"97897 Kimberly Parks Suite 786
Kevinhaven, GA 25566",2022-05-09,Shipped
304,2022-09-27,425,129,6,407.42,8209.33,0.13,0.0,Debit Card,"PSC 0184, Box 5072
APO AA 82238",2021-08-18,Delivered
305,2023-07-14,388,23,16,237.4,2422.34,0.04,0.11,Cash,"3610 Michelle Village Apt. 758
South Joshuaburgh, WV 09074",2022-08-13,Shipped
306,2022-12-27,956,44,9,201.73,4602.25,0.07,0.18,Debit Card,"965 Manning Mills
East Lauren, NV 45361",2021-11-29,Delivered
307,2022-05-10,667,104,10,211.58,231.3,0.26,0.14,Cash,"910 Alyssa Ports
Lake Donaldville, WA 84268",2020-01-12,Pending
308,2022-12-11,720,142,9,69.71,3852.0,0.23,0.13,Online Payment,"74282 Garcia Radial Suite 812
Williamshire, NM 24358",2021-02-16,Shipped
309,2022-08-15,548,150,7,394.99,5657.74,0.25,0.09,Cash,"397 Cooper Pines Suite 348
Port Tamaramouth, SC 97759",2020-10-06,Shipped
310,2021-08-14,534,195,6,281.22,3174.19,0.29,0.04,Credit Card,"57740 Rosales Unions Apt. 614
Thompsonmouth, WY 10154",2021-05-24,Pending
311,2021-05-29,754,81,7,354.65,5023.38,0.23,0.18,Cash,"269 Barbara Park Suite 672
South Madisonton, WY 27129",2022-12-03,Shipped
312,2023-06-25,56,12,1,273.35,8458.76,0.25,0.17,Cash,"372 Matthew Stravenue Apt. 925
Port Christopherchester, DC 21068",2023-06-07,Pending
313,2023-08-17,536,125,4,120.73,6034.37,0.09,0.19,Debit Card,"062 Davis Freeway Apt. 951
New Brittanyland, IN 63704",2022-05-07,Shipped
314,2020-06-09,971,23,6,78.54,144.89,0.13,0.1,Online Payment,"90012 Johnson Spur Suite 729
Bennettfurt, WV 27406",2023-08-24,Cancelled
315,2020-04-11,586,129,18,5.17,4424.83,0.24,0.08,Cash,"8512 Thomas Unions
Limouth, IA 67466",2023-01-05,Delivered
316,2021-07-28,237,130,18,18.29,6176.6,0.08,0.17,Cash,"87080 White Viaduct
Katherineberg, RI 28370",2021-09-01,Pending
317,2021-05-10,35,79,15,184.01,854.53,0.14,0.04,Debit Card,"USS Zhang
FPO AP 20124",2023-06-07,Delivered
318,2023-09-01,304,64,19,275.73,6233.9,0.07,0.06,Cash,"4922 Thompson Haven
West Paul, AZ 23589",2022-04-02,Delivered
319,2022-04-08,757,74,12,461.91,7730.93,0.29,0.17,Online Payment,"7089 Elizabeth Forks
Port James, MO 38931",2020-11-02,Delivered
320,2021-02-24,720,98,13,389.56,3984.75,0.06,0.05,Credit Card,"933 Abigail Parkway Suite 855
Christineside, CO 18361",2022-05-02,Cancelled
321,2020-12-04,164,157,3,145.89,6215.73,0.05,0.03,Credit Card,"56773 Austin Brooks Apt. 190
Davisside, HI 84855",2020-12-01,Delivered
322,2021-02-28,729,54,20,17.55,918.68,0.05,0.12,Cash,"3447 Christian View
Nancyville, NH 17463",2022-10-09,Pending
323,2023-12-19,393,60,17,95.31,1070.25,0.27,0.13,Credit Card,"9098 Daniel Mountain
Jessicaburgh, NC 75322",2022-02-18,Delivered
324,2022-04-08,345,34,3,427.18,3937.62,0.05,0.03,Debit Card,"2219 Mcdonald Manors Apt. 721
Warnerville, NH 14531",2023-06-11,Cancelled
325,2023-10-19,851,59,8,143.98,5960.35,0.0,0.1,Credit Card,"2436 David Passage Suite 424
Gloverberg, NE 49180",2022-08-11,Delivered
326,2023-08-11,590,134,7,292.86,991.36,0.09,0.04,Online Payment,"3308 Cobb Drive
Port Williammouth, WV 04787",2021-07-27,Delivered
327,2020-09-14,783,18,1,5.05,2863.02,0.07,0.11,Debit Card,"145 Jackson Falls Apt. 761
New Sean, WA 43283",2022-05-18,Cancelled
328,2020-09-24,102,24,19,181.56,589.28,0.16,0.1,Credit Card,"1986 Robert Ways
Watkinstown, CO 73837",2022-03-27,Pending
329,2022-05-17,933,178,9,251.79,9374.11,0.14,0.13,Debit Card,"054 Rhonda Fork Apt. 053
New Carolinehaven, FL 82111",2023-10-07,Pending
330,2020-11-17,700,142,9,289.29,9360.96,0.06,0.09,Credit Card,"Unit 2128 Box 1169
DPO AP 25232",2021-05-10,Delivered
331,2023-07-03,651,177,18,62.51,4066.09,0.2,0.13,Debit Card,"08831 Vargas Trail Apt. 181
North Gregoryfort, OK 80060",2021-03-09,Shipped
332,2022-06-18,16,183,18,467.43,1313.93,0.29,0.07,Cash,"80821 James Rapid Suite 369
North Ericaton, NH 97383",2020-05-28,Pending
333,2020-07-04,204,101,17,168.34,2187.52,0.0,0.14,Debit Card,"63250 Montgomery Lock Apt. 628
Gibsonberg, AL 58315",2020-06-25,Shipped
334,2020-01-05,264,195,19,392.63,2342.06,0.02,0.04,Debit Card,"213 Andrew Canyon Suite 402
Moonburgh, AZ 47249",2021-11-27,Cancelled
335,2020-04-16,312,59,2,305.58,3123.68,0.19,0.05,Cash,"225 Schmidt Highway
East Shawnfort, NE 94207",2023-07-17,Shipped
336,2022-07-15,819,2,7,122.64,3376.4,0.22,0.02,Online Payment,"0694 Robinson Brook
New Thomasborough, KS 21594",2020-07-03,Shipped
337,2023-06-07,565,139,6,349.68,5069.29,0.14,0.14,Online Payment,"5075 Ayala Village Suite 206
Port Kathleenburgh, NY 58272",2020-02-17,Shipped
338,2021-03-29,986,192,18,19.97,5342.75,0.11,0.18,Cash,"Unit 4196 Box 6743
DPO AP 77869",2022-08-24,Cancelled
339,2020-12-16,133,11,1,67.02,3239.71,0.05,0.1,Credit Card,"Unit 6438 Box 8168
DPO AE 65835",2023-12-04,Delivered
340,2021-11-22,62,59,3,179.14,7082.36,0.16,0.07,Cash,"8881 Fisher Inlet
Annettechester, WI 74170",2021-10-19,Shipped
341,2022-11-26,484,110,15,49.32,2988.05,0.18,0.14,Online Payment,"17466 Brittany Branch Suite 255
West Jamie, NJ 07901",2021-01-30,Shipped
342,2022-10-11,741,18,17,334.33,1854.38,0.03,0.15,Credit Card,"3245 Alexander Key Apt. 081
Johnsonborough, TN 46217",2021-11-14,Delivered
343,2023-05-16,630,156,13,102.2,548.03,0.15,0.01,Online Payment,"PSC 8534, Box 6972
APO AE 26022",2020-06-06,Delivered
344,2023-11-08,72,168,20,414.23,9171.68,0.22,0.19,Cash,"Unit 6638 Box 6938
DPO AA 89818",2023-02-25,Shipped
345,2020-10-12,695,156,14,281.77,1331.36,0.05,0.1,Debit Card,"291 Edward Circle Suite 113
Sheliaberg, TX 93561",2022-08-05,Shipped
346,2023-11-04,897,82,5,253.35,7975.18,0.25,0.19,Online Payment,"854 Olson Points Suite 097
Lynchhaven, KY 37459",2021-11-23,Cancelled
347,2023-08-23,489,22,7,18.18,7299.82,0.14,0.19,Online Payment,"2818 Kenneth Skyway Apt. 680
Port Jenniferfurt, MO 02373",2022-09-19,Cancelled
348,2022-06-05,316,155,18,388.8,23.68,0.08,0.15,Debit Card,"376 Victoria Village
Port Matthew, VA 26997",2021-06-26,Pending
349,2021-04-26,513,122,4,85.75,3574.19,0.2,0.05,Debit Card,"56392 Wilson Ville Suite 282
Stephenland, LA 14291",2023-02-07,Delivered
350,2020-11-21,810,79,5,290.15,2159.8,0.17,0.2,Cash,"USS Becker
FPO AA 87922",2022-01-15,Shipped
351,2021-04-05,527,18,16,423.63,1741.61,0.2,0.03,Debit Card,"98479 Jones Plains Apt. 323
Rossville, SD 45973",2023-05-08,Pending
352,2022-04-09,52,156,20,187.78,4273.9,0.18,0.03,Cash,"53936 Jason Overpass
New Amyland, NM 11758",2021-08-25,Shipped
353,2022-02-09,741,163,14,312.76,4519.92,0.11,0.16,Online Payment,"592 Gary Port Apt. 778
Port Michellemouth, MI 26975",2020-05-26,Delivered
354,2021-04-28,841,132,18,413.67,4571.67,0.18,0.12,Debit Card,"094 Shepherd Club
New Jenny, AZ 75254",2023-11-30,Pending
355,2022-03-29,685,181,1,229.25,6593.52,0.02,0.02,Debit Card,"05447 Hill Plains Apt. 763
Weberborough, TN 25916",2022-05-29,Pending
356,2023-05-30,186,120,11,115.27,922.05,0.2,0.09,Debit Card,"3533 Greene Manor Apt. 782
Pettybury, MI 26983",2023-11-21,Shipped
357,2021-06-24,947,185,5,242.02,4654.13,0.06,0.1,Credit Card,"6355 Baker Extension Apt. 387
West Christopherberg, AK 63439",2023-12-21,Pending
358,2022-05-27,879,175,6,67.85,440.4,0.01,0.14,Credit Card,"072 Nancy Neck
New Robert, WY 31905",2020-06-14,Delivered
359,2022-03-18,919,77,17,51.17,952.88,0.29,0.06,Online Payment,"27677 Gross Valleys
South Susan, NJ 62105",2020-06-02,Shipped
360,2021-01-07,10,133,6,116.15,579.49,0.17,0.09,Debit Card,"7509 Sanders Island Apt. 312
Goodmanshire, DE 80291",2023-07-20,Shipped
361,2022-10-01,499,174,18,499.6,7649.17,0.03,0.1,Debit Card,"58821 Harrington Trafficway
South Chadbury, TN 87349",2022-10-21,Delivered
362,2023-07-17,920,125,6,348.5,3814.94,0.24,0.17,Cash,"90468 Smith Circle Apt. 364
North Crystalside, ND 88679",2023-07-03,Cancelled
363,2022-09-03,629,46,12,287.47,2723.05,0.29,0.16,Cash,"87566 Sabrina Dam Apt. 792
North Matthewbury, IA 23923",2022-07-10,Cancelled
364,2023-01-08,690,141,10,148.93,3482.42,0.25,0.0,Debit Card,"78808 Patricia Gateway Apt. 840
South Gregory, ID 51781",2023-05-21,Cancelled
